-8.809086343020539056e-01,-9.563501724070500032e-01,-2.025689733616189425e-01,-9.778598628385019031e-01,-8.161935419283559145e-01,-1.152119101150018254e+00,-2.485257209204913553e-01,-1.063721600089085895e+00,-1.041351005812313879e+00,3.614736036737231095e-01,-9.931569468959231539e-01,-9.470407222236154610e-01,-1.039211716640528804e+00,0.000000000000000000e+00,1.000000000000000000e+00
-6.867290456446012437e-01,-9.857098692970535092e-01,-4.606355691561067611e-01,-9.778598628385019031e-01,-7.978886885769815862e-01,-1.063436384028582982e+00,-2.485257209204913553e-01,-4.979042946470127462e-01,-1.402913819954509922e+00,8.077405132307236002e-02,-1.119921761777993297e+00,-6.305564799431295775e-01,-5.340434053238306555e-01,0.000000000000000000e+00,1.000000000000000000e+00
-9.456351638545380522e-01,-1.132508353747069707e+00,-6.670888457917022452e-01,-1.289938964079755390e+00,-1.072461488847592070e+00,-1.070258131499462140e+00,-1.384806714337127209e+00,-1.063721600089085895e+00,-6.797881916701179472e-01,-7.613246057288798330e-01,-1.500216206424203502e+00,-1.738251327924829948e+00,-1.102357755555115837e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.725280749575669459e-01,-6.992068659595087610e-01,5.651363265253243201e-02,-6.397741698271444122e-01,-1.755236746302647755e-01,3.486495878304133461e-02,-1.209994253811490506e+00,-6.595663819161764474e-01,-5.713193474274601558e-01,-9.858842476093996332e-01,-2.832739835563305997e-01,-3.140722376626438050e-01,-5.340434053238306555e-01,1.000000000000000000e+00,0.000000000000000000e+00
6.078015454050826882e-01,1.333835636939525449e+00,-1.000198754201458584e+01,3.484763174368268879e-01,1.078358779938856760e+00,1.460610180196887598e+00,2.446499712183069164e+00,2.347348441290268539e+00,1.851151507325254464e+00,7.544529769646337591e-01,9.336682393115423029e-01,6.986773376349106890e-01,1.605630227366273699e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.488954271951459352e-01,9.228257708647449320e-01,1.478927940181217204e+00,7.905883775286018933e-01,1.082015523160334974e-01,6.488222311622098282e-01,8.149167472771293719e-01,1.377375917675285999e+00,1.344963567526180404e+00,1.371991992136066152e+00,9.336682393115423029e-01,9.518647314592996178e-01,8.551694507970876158e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.837605606902282585e+00,1.749376320435603205e+00,3.613166985515381402e-01,1.284713621160588515e+00,2.140040274318550040e+00,2.108676189930454470e+00,1.907494625562356605e+00,1.183381412952290157e+00,1.344963567526180404e+00,-3.150576961718753316e-02,1.313962683957752509e+00,9.835131556873486502e-01,8.551694507970876158e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.449246429587377261e+00,6.658636971140551308e-01,8.693218083832130461e-01,1.076660886999751598e+00,8.403956863709948211e-01,9.421573724100346103e-01,2.904793657002211482e-01,5.205668551487184770e-01,4.410565321706903519e-01,2.491937827334632094e-01,4.773149057360898673e-01,8.252710345471057085e-01,1.170899645370023778e+00,1.000000000000000000e+00,0.000000000000000000e+00
-8.809086343020539056e-01,-9.563501724070500032e-01,5.716308140218483436e-01,-1.367958739390068956e+00,-9.351750887122868283e-01,-1.220336575858814721e+00,-8.312339226726125352e-01,-9.828905564545039608e-01,-1.402913819954509922e+00,-4.806250533782290835e-01,-1.677686947259101391e+00,-1.643306055240684183e+00,-1.670672105786401129e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.075088222959506457e+00,-6.627532035070176075e-01,1.845309203301165046e-01,-1.289938964079755390e+00,-9.351750887122868283e-01,-1.118010363795620021e+00,6.255365817076904422e-01,-5.787353382815946246e-01,4.333743661427419402e-02,-3.683452324379692389e-01,-1.119921761777993297e+00,-9.470407222236154610e-01,-4.077513274946567012e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.010361693407022310e+00,1.886780063030770171e-01,7.006641119190959444e-01,-5.877609862869347390e-01,-3.402673547926308162e-01,-4.699443540620531490e-01,1.062567733021781313e+00,1.487440544296423084e-01,2.964314065138124454e-01,1.484271813076325941e+00,-4.860976873676428611e-01,2.412004617842058475e-03,2.237090616512154850e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.667076636150194968e-01,4.160214793111173259e-01,9.709228303495458512e-01,4.525026845172444578e-01,4.468413393164520353e-01,6.215352412786908642e-01,-5.914555535105237710e-02,5.205668551487184770e-01,3.687439693422501219e-01,2.463414085294141423e-02,-5.114506503440572338e-01,-9.253326806630392254e-02,-9.202113292172059422e-02,1.000000000000000000e+00,0.000000000000000000e+00
5.430750158525985416e-01,1.739463770875455118e-01,5.651363265253243201e-02,-1.081886229918919362e+00,-1.023042612247689054e-01,3.009131101473471182e-01,-3.067965410957043115e-01,-2.230787462894338880e-01,5.856816578275683138e-01,1.371991992136066152e+00,2.744912019247775503e-01,9.202163072312505854e-01,1.044607567540849713e+00,1.000000000000000000e+00,0.000000000000000000e+00
-7.514555751970855013e-01,-8.095516879570333613e-01,-1.105802058642333829e+00,-9.778598628385019031e-01,-1.026699355469157027e+00,-8.792492023148321678e-01,-2.485257209204913553e-01,-2.554111637432671111e-01,-4.990067845990198703e-01,-7.613246057288798330e-01,-9.931569468959231539e-01,-1.105282843363858403e+00,-1.670672105786401129e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.526277943272493484e-02,1.685944876537448955e+00,1.377326918214884399e+00,1.362733396470901193e+00,1.215645180074161891e+00,8.330094128759596428e-01,8.440521573647359332e-01,1.409708335129119083e+00,1.417276130354618191e+00,1.821111275897107751e+00,1.643551202651134080e+00,2.281098549037340995e+00,1.423483801028371687e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.255066840929924821e+00,1.128007074086328831e+00,9.709228303495458512e-01,1.206693845850273838e+00,1.224797606749848500e+00,1.167275038949062926e+00,1.302346102183865872e-01,1.810764718834755038e-01,2.241188436853722155e-01,-1.999255010275783617e-01,1.516786387769063937e+00,1.173403701055639514e+00,1.107753606455435635e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.010361693407022310e+00,-1.338026231977092140e+00,-1.234835356539577766e+00,-1.367958739390068956e+00,-1.163985755604462158e+00,-1.220336575858814721e+00,-8.312339226726125352e-01,-1.144552643723667718e+00,-1.222132412883411900e+00,-1.884122815131482831e+00,-8.663921320138531224e-01,-1.105282843363858403e+00,-1.039211716640528804e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.136219567476301373e-01,1.539016940161109348e+00,8.693218083832130461e-01,1.622799314171945895e+00,1.133273339992978190e+00,1.460610180196887598e+00,1.062567733021781313e+00,1.442040752582952390e+00,1.019557034798204587e+00,3.614736036737231095e-01,1.491433424792649509e+00,1.584833216020271163e+00,1.044607567540849713e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.372546045100510925e-01,5.976628974505515224e+00,1.072523852315882431e+00,4.145438715872081126e+00,3.842391635996334376e+00,4.448535572442174235e+00,7.137300736287643055e+00,5.047105298685303332e+00,4.237466080663748969e+00,4.066707694702313525e+00,3.823906018622739822e+00,7.936226103190566761e-01,2.686404579320115893e+00,1.000000000000000000e+00,0.000000000000000000e+00
-8.809086343020539056e-01,-1.426105322647101659e+00,-1.750968548128557067e+00,-1.367958739390068956e+00,-1.484320689253507686e+00,-1.220336575858814721e+00,-1.341103599205718533e+00,-1.063721600089085895e+00,-1.764476634096706187e+00,-1.154303979019790427e+00,-1.119921761777993297e+00,-1.263524964504101344e+00,-1.354941911213464856e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.772879077349798216e+00,1.656818193114826254e+00,1.275725896248551594e+00,1.596792722401841003e+00,1.654961660507138443e+00,1.494718917551285831e+00,6.401042867514926682e-01,8.923896558677958391e-01,1.272651004697740174e+00,4.176135141438540588e-01,1.592845276698307000e+00,1.679778488704417150e+00,1.928652112345069947e+00,1.000000000000000000e+00,0.000000000000000000e+00
-9.456351638545380522e-01,-5.159547190570017428e-01,-8.477354628478422915e-01,-5.877609862869347390e-01,-4.775537549279360583e-01,-6.745967781884426584e-01,4.798595312696601334e-01,-1.291803283952146220e-02,-4.990067845990198703e-01,-5.929048743184890391e-01,-2.325680576035027147e-01,-6.938533283992265321e-01,-5.340434053238306555e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.314341931675037545e-01,-5.600460451625350888e-01,-4.508738931380035925e-02,1.404235832759899438e-01,-2.762003680628214441e-01,-2.380049400521446756e-01,-1.413942124424733660e+00,-8.050622604584236619e-01,-8.605695987412159687e-01,-3.683452324379692389e-01,2.491382389483632054e-01,7.303257618629597214e-01,1.605630227366273699e-01,1.000000000000000000e+00,0.000000000000000000e+00
-1.010361693407022310e+00,-7.508322941770272374e-01,-3.316022712588628796e-01,-4.577280274364123325e-01,-7.521265551985465425e-01,-8.792492023148321678e-01,-2.485257209204913553e-01,-2.877435811971003066e-01,-6.797881916701179472e-01,-1.042024158079530638e+00,-4.860976873676428611e-01,-7.255017526272755646e-01,-7.234815220675927527e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.488954271951459352e-01,-7.652273483841183221e-01,-2.482894332464695986e-01,-4.317214356663074404e-01,-5.507731683334319284e-01,-6.268445458922848879e-01,-1.486780649643748786e+00,-4.494056684662640633e-01,-1.041351005812313879e+00,8.077405132307236002e-02,-5.114506503440572338e-01,-9.253326806630392254e-02,9.741698382204150297e-02,1.000000000000000000e+00,0.000000000000000000e+00
2.420144372874640126e+00,-5.388901324052160213e-02,-2.482894332464695986e-01,6.345488269079765375e-01,3.004025125054602952e-01,3.554870899143841023e-01,-2.630934259642935813e-01,1.810764718834755038e-01,1.156499994427144379e-01,-3.122053219678382896e-01,6.801386095474021287e-01,4.771383680385707926e-01,1.044607567540849713e+00,1.000000000000000000e+00,0.000000000000000000e+00
-9.456351638545380522e-01,-1.132508353747069707e+00,-7.187021649505983545e-01,-1.055879638148815580e+00,-1.713131356145683126e+00,-1.288554050567611187e+00,-4.816090016213390168e-01,-7.403974255507583813e-01,-6.797881916701179472e-01,-3.683452324379692389e-01,-1.626981021306273423e+00,-1.263524964504101344e+00,-1.039211716640528804e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.708152547797314069e+00,-4.869057067901727542e-01,-6.546935211118081188e-01,3.224697256667220513e-01,-7.484698119770681612e-02,2.804321131216110097e-02,-8.312339226726125352e-01,-9.374907647410334055e-02,-7.882570359127757387e-01,-8.174645161990108377e-01,-1.311562056978470281e-01,1.606541257580849646e-01,-2.183132107508945763e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.513972959139861629e+00,6.438568696391853141e-01,-4.508738931380035925e-02,9.986411116894388096e-01,5.292131793976356802e-01,1.153631544007303278e+00,5.526980564886753156e-01,9.732206995023776619e-01,8.026193463128864503e-01,8.077405132307236002e-02,8.069034244294722713e-01,5.720836407227167797e-01,8.551694507970876158e-01,1.000000000000000000e+00,0.000000000000000000e+00
-8.809086343020539056e-01,-6.040338097270105955e-01,-4.606355691561067611e-01,-1.419971922930277852e+00,-1.118223622226027114e+00,-9.133579396692304009e-01,5.526980564886753156e-01,-5.787353382815946246e-01,2.241188436853722155e-01,8.077405132307236002e-02,-7.396273171317829798e-01,-7.887986010833725192e-01,-1.039211716640528804e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.783484863001143395e-01,-9.790266819026133271e-02,1.581146546188688939e-01,6.240380796567725902e-02,3.278597925325211215e-01,2.122303930259118454e-01,-3.650673612709151583e-01,2.619075155180574099e-01,4.410565321706903519e-01,9.228727083750245530e-01,3.251971278776054075e-01,2.555993984422309517e-01,1.605630227366273699e-01,1.000000000000000000e+00,0.000000000000000000e+00
-8.809086343020539056e-01,-6.627532035070176075e-01,-1.105802058642333829e+00,-5.877609862869347390e-01,-5.416207416577454303e-01,-4.017268793532566828e-01,2.613439556126146979e-01,-4.170732510124308678e-01,-1.077507287226534105e+00,-4.806250533782290835e-01,-9.931569468959231539e-01,-1.105282843363858403e+00,-1.165503794469702870e+00,0.000000000000000000e+00,1.000000000000000000e+00
-7.514555751970855013e-01,2.767570969730866470e-01,-1.105802058642333829e+00,-6.762915088484512671e-02,-2.945052214141957170e-01,1.099041809627170907e-01,1.616140524686296098e+00,5.528992726025516724e-01,-2.459128146994816189e-01,-8.764568008731847548e-02,-2.832739835563305997e-01,-4.090175103467897366e-01,-6.603354831530047209e-01,0.000000000000000000e+00,1.000000000000000000e+00
-9.456351638545380522e-01,-4.619956881694924078e-02,5.549762243287258839e-02,-3.276950685858899259e-01,-2.029809546573255741e-01,-6.063793034796461923e-01,6.255365817076904422e-01,3.912371853333879157e-01,4.333743661427419402e-02,8.077405132307236002e-02,-3.593328724855727740e-01,-6.305564799431295775e-01,-9.202113292172059422e-02,0.000000000000000000e+00,1.000000000000000000e+00
-8.809086343020539056e-01,-1.015069566187056127e+00,-1.363868654436821704e+00,-8.478269039879794411e-01,-8.894129553338517846e-01,-8.110317276060357017e-01,-8.312339226726125352e-01,-7.403974255507583813e-01,-1.113663568640754109e+00,-7.613246057288798330e-01,-8.663921320138531224e-01,-1.105282843363858403e+00,-1.354941911213464856e+00,0.000000000000000000e+00,1.000000000000000000e+00
